file_name,caption
VizWiz_train_00000027.jpg,A black box with nothing else in the photo.
VizWiz_train_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000027.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000028.jpg,Possibly can being held up to camera above kitchen counter
VizWiz_train_00000028.jpg,Beautiful view from behind the walls hidden under dark mist
VizWiz_train_00000028.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000028.jpg,Close up of blue can with partial image of barcode.
VizWiz_train_00000028.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000029.jpg,Brown and yellow piece of paper on a stove top.
VizWiz_train_00000029.jpg,A brown paper with Raiz El evento on the cover.
VizWiz_train_00000029.jpg,A brown pamphlet is on a white stove.
VizWiz_train_00000029.jpg,A brown flyer with a title and it is on top of a white stove.
VizWiz_train_00000029.jpg,A piece of paper with foreign writing on it sitting on a stove top.
VizWiz_train_00000030.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000030.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000030.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000030.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000030.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000031.jpg,"A certificate showing a flaming torch insignia, with the text ""TOAD Training"""
VizWiz_train_00000031.jpg,A certificate of Toad Training from a university that is not able to be read.
VizWiz_train_00000031.jpg,A piece of paper with a torch on it and a name tag.
VizWiz_train_00000031.jpg,A sheet of paper that has a logo on it and the words Toad Training.
VizWiz_train_00000031.jpg,A flyer for Toad Training sponsored by a university
VizWiz_train_00000032.jpg,"POV of a person looking at a living room with a coffee table, TV, and dining table with chairs"
VizWiz_train_00000032.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000032.jpg,"a boot on a table with a purple cup and tupperware bowl, chairs, a clock and a TV"
VizWiz_train_00000032.jpg,A person's left foot on a wooden table with a room with a TV and a dining room in the background
VizWiz_train_00000032.jpg,A book sitting on a table with a purple cup and a clock on the wall that reads 4:05
VizWiz_train_00000033.jpg,A bottle of medicine setting on a stone countertop
VizWiz_train_00000033.jpg,A plastic bottle of pills that are for pain.
VizWiz_train_00000033.jpg,A bottle of medication in a turquoise container is sitting on a bathroom counter.
VizWiz_train_00000033.jpg,a small bottle of medicines are on top of a white counter
VizWiz_train_00000033.jpg,A bottle of pain medication is on a counter top.
VizWiz_train_00000034.jpg,the top of a bag of brand new socks
VizWiz_train_00000034.jpg,A clear bag of socks is sealed with a Ziploc.
VizWiz_train_00000034.jpg,Reusable clear plastic package of white men's socks.
VizWiz_train_00000034.jpg,"Resealable plastic packaging, unable to see what the actual product is"
VizWiz_train_00000034.jpg,The socks are packaged in a clear plastic resealable bag with green and blue parts at the top with white lettering.
VizWiz_train_00000035.jpg,A computer screen has a blue background and has open on it.
VizWiz_train_00000035.jpg,A blue screen is present on a monitor.
VizWiz_train_00000035.jpg,A cell phone has a bright blue screen displayed.
VizWiz_train_00000035.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000035.jpg,an image that is blue in color and looks like a screen.
VizWiz_train_00000036.jpg,IMAGE IS TOO BLUR HARD TO UNDERSTAND THE IMAGE
VizWiz_train_00000036.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000036.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000036.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000036.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000037.jpg,A wireless keyboard for a mac computer next to a bowers & Wilkins speaker.
VizWiz_train_00000037.jpg,"A speaker, keyboard and computer sit on a desktop"
VizWiz_train_00000037.jpg,The electronic device says Bowers Wilkins on it and in the distance is a large computer monitor.
VizWiz_train_00000037.jpg,a computer set up  and a bag on a desk.
VizWiz_train_00000037.jpg,"A computer keyboard and monitor is shown with 2 black and silver Bowers & Wilkins speakers, and a black, red, and white zippered case in the background."
VizWiz_train_00000038.jpg,The corner of a black display screen sitting on top of a wooden surface.
VizWiz_train_00000038.jpg,A black tablet is resting on a wood table top.
VizWiz_train_00000038.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000038.jpg,The corner of a black device sitting on a wooden table.
VizWiz_train_00000038.jpg,A peace of glass keep on the table shown in the image.
VizWiz_train_00000039.jpg,Italian cuisine style dressing and seasoning mix packet
VizWiz_train_00000039.jpg,"a sachet of Hidden Valley, FARMHOUSE ORIGINALS, HOMESTYLE ITALIAN"
VizWiz_train_00000039.jpg,A packet of dry Hidden Valley Italian salad dressing.
VizWiz_train_00000039.jpg,TABLE ON PACKED SNACK ITEM FOR EAT  FOR ENTERTAINMENT
VizWiz_train_00000039.jpg,A package of Hidden Valley Italian dressing and seasoning mix.
VizWiz_train_00000040.jpg,Bar code that appears to be off of a piece of mail or package.
VizWiz_train_00000040.jpg,barcode on a shipping label with blue ink star
VizWiz_train_00000040.jpg,An airmail envelope with a bar code on it.
VizWiz_train_00000040.jpg,The blue mark is on the label by the bar code.
VizWiz_train_00000040.jpg,Partial image of an air bill used for shipping
VizWiz_train_00000041.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000041.jpg,Jack Link's Beef Jerky with a desiccant packet showing through the window.
VizWiz_train_00000041.jpg,A small bag of Jack Link's beef jerky
VizWiz_train_00000041.jpg,A black package of jack links beef jerky.
VizWiz_train_00000041.jpg,Front of a package of some kind of beef jerky.
VizWiz_train_00000042.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000042.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000042.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000042.jpg,White wood door on the left which is becoming more blurry to the right
VizWiz_train_00000042.jpg,A white sheet with folds and creases in the material
VizWiz_train_00000043.jpg,a container of apple pie spice containing ginger cinnamon and nutmeg
VizWiz_train_00000043.jpg,Label on container for natural apple pie spice
VizWiz_train_00000043.jpg,A plastic container that contains apple pie spice with a white and yellow label.
VizWiz_train_00000043.jpg,"A jar of ""Apple Pie Spice"" comprised of a zesty blend of ginger, cinnamon, and nutmeg."
VizWiz_train_00000043.jpg,A container / package that contains various goods / edible / liquid items.
VizWiz_train_00000044.jpg,Heinz rice and chicken frozen TV dinner  In a purple box
VizWiz_train_00000044.jpg,Beautiful view from behind the walls hidden under dark mist
VizWiz_train_00000044.jpg,a box of Weight Watchers brand sweet and sour chicken
VizWiz_train_00000044.jpg,A Weight Watchers boxed dinner of Sweet & Sour chicken on a counter.
VizWiz_train_00000044.jpg,A ready to microwave meal of Sweet and sour chicken.
VizWiz_train_00000045.jpg,A pretty blue color with lighter blue on the left side.
VizWiz_train_00000045.jpg,"A cloudless blue sky, as seen looking up."
VizWiz_train_00000045.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000045.jpg,"A blue screen, not sure if it is a sky or a piece of blue paper."
VizWiz_train_00000045.jpg,blue sky without any clouds or anything in the sky at all completely clear
VizWiz_train_00000046.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000046.jpg,A hand holding a food container showing the nutrition label
VizWiz_train_00000046.jpg,hand holds a can of food with label ingredients facing forward
VizWiz_train_00000046.jpg,Someone is holding a can of food over a light colored linoleum floor
VizWiz_train_00000046.jpg,"The nutrition label of a canned food item, unclear what it is"
VizWiz_train_00000047.jpg,The back of a DVD case for the movie Hidden Figures.
VizWiz_train_00000047.jpg,"A DVD box of the movie 'The Help', showing the back side of the box."
VizWiz_train_00000047.jpg,DVD case for the motion picture film The Help.
VizWiz_train_00000047.jpg,a yellow and black movie description most likely a DVD case with blue jeans in the background
VizWiz_train_00000047.jpg,A DVD case sitting on someone's lap who is wearing jeans.
VizWiz_train_00000048.jpg,a Hulk toy action figure on a carpet area
VizWiz_train_00000048.jpg,Green action figure of the Incredible Hulk lying on a brown carpet
VizWiz_train_00000048.jpg,Green plastic hulk toy that has purple pants on a carpeted floor
VizWiz_train_00000048.jpg,A toy of the Hulk wearing purple pants is on the carpet.
VizWiz_train_00000048.jpg,An incredible hulk action figure laying on brown carpet
VizWiz_train_00000049.jpg,A Kirkland water bottle is sitting on a counter.
VizWiz_train_00000049.jpg,A bottle of water sitting on a desk with a sheet of paper and a multi outlet power cord behind it.
VizWiz_train_00000049.jpg,Pictured is a bottle of water on a beige work desk.
VizWiz_train_00000049.jpg,A bottle of Kirkland water sits on a desk with a power strip and apple charger alongside it along with a white sheet of paper
VizWiz_train_00000049.jpg,A 16 ounce Kirkland brand bottle of purified water
VizWiz_train_00000050.jpg,A plastic container of a dairy product with the seal on.
VizWiz_train_00000050.jpg,an image of a person holding a plastic container that is blue in color
VizWiz_train_00000050.jpg,The nutrition facts for the food are on the back of the packaging.
VizWiz_train_00000050.jpg,Hand holding a Dr Oetker brand cylindrical food package
VizWiz_train_00000050.jpg,A person is holding a package in their hand.
VizWiz_train_00000051.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000051.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000051.jpg,tube package of a substance that is orange blue and white
VizWiz_train_00000051.jpg,A person holding up a food item with a blue and orange label in a grocery store.
VizWiz_train_00000051.jpg,some sort of cream that someone is holding
VizWiz_train_00000052.jpg,"A package of USDA Choice Beef Sirloin Steaks, containing four six-ounce steaks."
VizWiz_train_00000052.jpg,A box of USDA choice beef sirloin steak is on a counter.
VizWiz_train_00000052.jpg,A photo of Schwan's USDA choice Beef Sirloin steaks.
VizWiz_train_00000052.jpg,A box of four 6 oz USDA sirloin steaks.
VizWiz_train_00000052.jpg,some sort of USDA choice beef sirloin steaks meant to eat
VizWiz_train_00000053.jpg,A card with objects symbolizing the number nine placed near the edge of a wooden table
VizWiz_train_00000053.jpg,A trading card is lying on top of a wooden table.
VizWiz_train_00000053.jpg,Nine wands tarot card with a picture of nine wands over fire.
VizWiz_train_00000053.jpg,"A playing card showing ""nine wands"" is on a wooden surface."
VizWiz_train_00000053.jpg,A tarot card labeled nine on top and wands on the bottom with a picture of nine wands in the middle.
VizWiz_train_00000054.jpg,"A character from the cartoon Beavis and Butthead is standing in front of a desk in a classroom with his arms raised up and his blue shirt with Metallica printed on it, pulled up over his head like a hood."
VizWiz_train_00000054.jpg,Beavis from Beavis and b*** h*** with a shirt over top of his head standing in a classroom
VizWiz_train_00000054.jpg,A cartoon character named Beavis from the MTV show Beavis and Butthead.
VizWiz_train_00000054.jpg,Cartoon character standing in front of a school desk wearing a blue shirt which is partially pulled over the back of his head while he has his hands in the air and his mouth open with a partial smile.
VizWiz_train_00000054.jpg,A cartoon character with a blue t-shirt pulled over his head.
VizWiz_train_00000055.jpg,"A white, cylinder jar of something laying horizontal on a table."
VizWiz_train_00000055.jpg,imagine how you would describe this image on the phone to a friend.
VizWiz_train_00000055.jpg,A container of ointment or medicine with a price tag on it
VizWiz_train_00000055.jpg,some sort of container with stuff in it  is closed
VizWiz_train_00000055.jpg,A white plastic container with writing on it rests on its side.
VizWiz_train_00000056.jpg,"a gold, green and red women's handbag with a black handle"
VizWiz_train_00000056.jpg,a floral carpeted handbag on a wood surface
VizWiz_train_00000056.jpg,A green and red floral patterned handbag with black straps
VizWiz_train_00000056.jpg,a fabric bag featuring a floral pattern and black handles
VizWiz_train_00000056.jpg,"A large, vintage, flower-patterned bag with black handles."
VizWiz_train_00000057.jpg,A keyboard for a personal Computer desk setup.
VizWiz_train_00000057.jpg,Apple wireless keyboard with white keys on it
VizWiz_train_00000057.jpg,A view of a computer keyboard with white keys.
VizWiz_train_00000057.jpg,The item is long and is used to hook up to a computer and you use your fingers to operate it.
VizWiz_train_00000057.jpg,"A Keyboard we use the mostly and in the alphabets and the special keys, Toggle keys characters etc."
VizWiz_train_00000058.jpg,The nutritional facts panel  and ups code on a brown bottle
VizWiz_train_00000058.jpg,Close up of Nutrition Facts on the Side of a Label
VizWiz_train_00000058.jpg,A jar of something with the label of nutrition showing.
VizWiz_train_00000058.jpg,A plastic bottle with the back label of some sort of chocolate drink
VizWiz_train_00000058.jpg,The nutrition label on a bottle of something.
VizWiz_train_00000059.jpg,"Large stuffed Winnie the Pooh with a shirt that reads ""pooh"""
VizWiz_train_00000059.jpg,A close up of a winnie the pooh beard wearing a small red shirt that says Pooh on it.
VizWiz_train_00000059.jpg,A large stuffed animal is on top of the bed.
VizWiz_train_00000059.jpg,A teddy bear toy in blown sleeping with a pillow
VizWiz_train_00000059.jpg,"A large stuffed bear wearing a shirt that reads ""Pooh"" is propped against a pillow."
VizWiz_train_00000060.jpg,Purple bag of food laying flat face down with food label showing
VizWiz_train_00000060.jpg,the back of a plastic bag of food
VizWiz_train_00000060.jpg,The back of a package of a food item is displayed.
VizWiz_train_00000060.jpg,Microwavable food in a purple bag with cooking and nutritional information on bag.
VizWiz_train_00000060.jpg,A package of food is lying on a table.
VizWiz_train_00000061.jpg,Beautiful view from behind the walls hidden under dark mist
VizWiz_train_00000061.jpg,A bag of blue corn tortilla chips by the brand Garden of Eatin'.
VizWiz_train_00000061.jpg,A bag of Garden of Eatin brand blue corn organic tortilla chips.
VizWiz_train_00000061.jpg,"A bag of blue corn tortilla chips, with a mostly blue, tan and white color scheme."
VizWiz_train_00000061.jpg,Front of bag of blue corn tortilla chips from the Garden of Eatin'.
VizWiz_train_00000062.jpg,A red Hello Kitty button is laying on a table.
VizWiz_train_00000062.jpg,A red Hello Kitty toy sits on a brown wooden table.
VizWiz_train_00000062.jpg,An objected depicting a red cat with a white face and purple bow.
VizWiz_train_00000062.jpg,A red Hello Kitty box on a wood table.
VizWiz_train_00000062.jpg,A child's toy Hello Kitty is on a table.
VizWiz_train_00000063.jpg,Two shelves with books and picture frames set atop
VizWiz_train_00000063.jpg,Two shelves on the wall with books on them.
VizWiz_train_00000063.jpg,A pink mounted shelf with books and pictures on it
VizWiz_train_00000063.jpg,"A shelving unit is shown, filled with various books, pictures, and a speaker."
VizWiz_train_00000063.jpg,"A shelf with several household items including books, a speaker, and CDs."
VizWiz_train_00000064.jpg,A carton of Breyer's French Vanilla ice cream on a kitchen counter.
VizWiz_train_00000064.jpg,A carton of Breyers vanilla ice cream on a counter.
VizWiz_train_00000064.jpg,A blue Breyers vanilla ice cream carton on top of a countertop.
VizWiz_train_00000064.jpg,Box of Breyers brand classic vanilla ice cream.
VizWiz_train_00000064.jpg,A blue and black container of French Vanilla flavored Breyers ice cream with a bottle of Palmolive dish soap in the background.
VizWiz_train_00000065.jpg,This looks like an easy mac n cheese recipe.
VizWiz_train_00000065.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000065.jpg,A close up of instructions for how to cook food with a keyboard in the background.
VizWiz_train_00000065.jpg,A Tupperware type bowl still in its package is on a desk in front of a computer keyboard.
VizWiz_train_00000065.jpg,Instructions on how to prepare a food product are displayed on the back of the food item itself.
VizWiz_train_00000066.jpg,appears to be a picture of a box of food
VizWiz_train_00000066.jpg,A box containing the description of some product with some symbol
VizWiz_train_00000066.jpg,A box that is green and white on the table.
VizWiz_train_00000066.jpg,The ingredients list on the back of a box of food.
VizWiz_train_00000066.jpg,White box with green writing nutritional and ingredient label side up.
VizWiz_train_00000067.jpg,There appears to be a light natural colored wood grain table with an opened food type package on the surface.
VizWiz_train_00000067.jpg,A bag that is white is on the table.
VizWiz_train_00000067.jpg,a small bag of chips on top of a table
VizWiz_train_00000067.jpg,A bag of Uncle Ray's plain potato chips
VizWiz_train_00000067.jpg,The back of an Uncle Ray's chip packet showing some of the nutritional facts and some text about persuasiveness.
VizWiz_train_00000068.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000068.jpg,"person at the bottom with purple clothes, apparently seated."
VizWiz_train_00000068.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000068.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000068.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000069.jpg,A tin can of chili is on the ledge near a dish.
VizWiz_train_00000069.jpg,The kitchen counter has a can of Manwich right next to the sink.
VizWiz_train_00000069.jpg,a closed can of manwich meat with a red and orange label
VizWiz_train_00000069.jpg,A can of food product sitting on a table in front of a window.
VizWiz_train_00000069.jpg,a bunch of containers and a silver steel bowl on the counter
VizWiz_train_00000070.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000070.jpg,Black background with a Blue box with writing in box; Appears to be a from a dashboard in car but not sure
VizWiz_train_00000070.jpg,A screen that is showing the frequency and audio mode that the device is set to.
VizWiz_train_00000070.jpg,A bright display saying something about FREDQUENCY's and AUDIO MODE.
VizWiz_train_00000070.jpg,Quality issues are too severe to recognize visual content.
VizWiz_train_00000071.jpg,A carton of ultra pasteurized coffee creamer from the brand Publix.
VizWiz_train_00000071.jpg,A pint of generic coffee creamer on a wood surface.
VizWiz_train_00000071.jpg,A box of coffee creamer from the Publix store brand.
VizWiz_train_00000071.jpg,A white box with ultra pasteurized coffee creamer written on it
VizWiz_train_00000071.jpg,A Publix coffee creamer in its packaging on a wood table.
VizWiz_train_00000072.jpg,Side of a can of food that has partial heating ingredients list on it.
VizWiz_train_00000072.jpg,Canned food item sitting on a counter surface.
VizWiz_train_00000072.jpg,the side of a can of some food with a red and green label
VizWiz_train_00000072.jpg,A can of soup is on top of a table.
VizWiz_train_00000072.jpg,A large red can with a green label with yellow sign
VizWiz_train_00000073.jpg,The front side of a golden premiere cough drop plastic bag
VizWiz_train_00000073.jpg,A bag of cough drops is in someone's hand.
VizWiz_train_00000073.jpg,a yellow bag of premier value brand honey lemon cough drops
